reeds_ba,FIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
p41,3102131025310373105331055310973110931127311313113331147311533115531177,996862.0,1005531.0,1015707.0,1026964.0,1038378.0,1051023.0,1062539.0,1074697.0,1087853.0,1101274.0,1123907.0,1136151.0,1148644.0,1161332.0,1176593.0,1189337.0,1203910.0,1216291.0,1229546.0,1238434.0,1213474.7171656347,1218664.8885400267,1223855.059914419,1229045.231288811,1234235.402663203,1239425.574037595,1244615.745411987,1249805.916786379,1254996.088160771,1260186.2595351632,1265376.430909555,1266850.5100826016,1268324.589255648,1269798.6684286946,1271272.747601741,1272746.8267747874,1274220.9059478343,1275694.9851208807,1277169.064293927,1278643.1434669734,1280117.22264002,1279796.8469204055,1279476.4712007912,1279156.0954811766,1278835.7197615623,1278515.344041948,1278194.9683223334,1277874.592602719,1277554.2168831045,1277233.8411634902,1276913.4654438759,1276228.0015640853,1275542.5376842949,1274857.0738045045,1274171.609924714,1273486.1460449237,1272800.6821651333,1272115.218285343,1271429.7544055523,1270744.2905257621,1270058.8266459715,1269187.6034111555,1268316.3801763393,1267445.1569415233,1266573.9337067073,1265702.710471891,1264831.4872370749,1263960.264002259,1263089.0407674427,1262217.8175326267,1261346.5942978105,1260187.209530337,1259027.8247628636,1257868.43999539,1256709.0552279165,1255549.670460443,1254390.285692969,1253230.9009254957,1252071.5161580222,1250912.1313905485,1249752.746623075,1247891.7022683516,1246030.6579136283,1244169.6135589047,1242308.5692041814,1240447.524849458,1238586.4804947346,1236725.436140011,1234864.3917852875,1233003.3474305642,1231142.303075841,1227169.3527812776,1223196.402486714,1219223.4521921508,1215250.5018975874,1211277.5516030241,1207304.6013084608,1203331.6510138975,1199358.7007193342,1195385.7504247709,1191412.8001302076
p42,2700527007270272702927069270712707727087270892710727113271192712527135,241813.0,241317.0,241727.0,242509.0,243885.0,244777.0,245294.0,245551.0,246696.0,248194.0,253845.0,255170.0,255372.0,256262.0,256897.0,257926.0,259122.0,260361.0,260669.0,260859.0,269531.01752456557,271571.2113642503,273611.405203935,275651.5990436197,277691.7928833044,279731.9867229891,281772.18056267384,283812.37440235855,285852.56824204326,287892.76208172797,289932.9559214127,290320.1881822183,290707.42044302396,291094.6527038296,291481.88496463525,291869.11722544086,292256.3494862465,292643.58174705214,293030.81400785776,293418.04626866337,293805.27852946904,292624.0622158422,291442.8459022154,290261.6295885886,289080.4132749618,287899.196961335,286717.9806477082,285536.7643340814,284355.5480204546,283174.3317068278,281993.115393201,280626.6599375215,279260.204481842,277893.7490261625,276527.293570483,275160.8381148035,273794.382659124,272427.9272034445,271061.47174776497,269695.01629208546,268328.56083640596,267253.9885332568,266179.41623010766,265104.8439269585,264030.27162380936,262955.6993206602,261881.12701751108,260806.55471436193,259731.98241121278,258657.41010806363,257582.83780491445,256327.39892199115,255071.9600390678,253816.52115614447,252561.08227322114,251305.64339029783,250050.2045073745,248794.76562445116,247539.32674152785,246283.88785860452,245028.44897568118,243611.40810813743,242194.36724059368,240777.32637304993,239360.28550550618,237943.24463796243,236526.20377041868,235109.16290287493,233692.12203533118,232275.08116778743,230858.04030024368,229427.14432763596,227996.24835502825,226565.35238242056,225134.45640981285,223703.56043720513,222272.66446459744,220841.7684919897,219410.872519382,217979.9765467743,216549.0805741666
p43,27001270032700927011270172701927021270252703127035270372703927041270492705127053270572705927061270652706727075270792708527093270952709727109271112711527121271232713127137271392714127143271452714727149271512715327155271572715927163271672716927171,4227323.0,4277726.0,4314075.0,4345466.0,4377487.0,4405997.0,4447613.0,4490757.0,4529636.0,4564461.0,4593404.0,4627809.0,4659905.0,4697821.0,4735255.0,4765925.0,4805575.0,4848513.0,4891058.0,4920714.0,4867078.134531329,4877087.764743072,4887097.3949548155,4897107.025166557,4907116.655378301,4917126.285590043,4927135.915801786,4937145.5460135285,4947155.176225271,4957164.806437014,4967174.436648756,4966455.380545037,4965736.3244413175,4965017.268337597,4964298.212233878,4963579.156130158,4962860.100026438,4962141.043922719,4961421.987818999,4960702.931715279,4959983.8756115595,4950641.023319111,4941298.171026662,4931955.318734214,4922612.466441765,4913269.614149316,4903926.761856868,4894583.90956442,4885241.05727197,4875898.204979522,4866555.352687074,4852608.462570363,4838661.5724536525,4824714.682336942,4810767.792220231,4796820.902103521,4782874.01198681,4768927.1218701,4754980.231753389,4741033.341636678,4727086.451519968,4709243.556221594,4691400.660923221,4673557.765624847,4655714.870326474,4637871.975028101,4620029.0797297275,4602186.1844313545,4584343.289132981,4566500.393834608,4548657.498536234,4526387.902447217,4504118.3063582,4481848.710269182,4459579.114180164,4437309.518091147,4415039.92200213,4392770.325913113,4370500.729824095,4348231.133735077,4325961.53764606,4298790.046389661,4271618.555133261,4244447.063876862,4217275.572620462,4190104.081364062,4162932.5901076626,4135761.098851263,4108589.6075948635,4081418.1163384635,4054246.625082064,4024268.239773391,3994289.8544647167,3964311.469156043,3934333.0838473695,3904354.698538696,3874376.313230023,3844397.9279213487,3814419.542612675,3784441.1573040015,3754462.771995328
p44,2702327073270812708327101271052711727127271292713327173,147363.0,146222.0,144611.0,143262.0,141832.0,140962.0,140100.0,139445.0,139406.0,139087.0,142995.0,142269.0,141057.0,140414.0,139771.0,139440.0,139026.0,138755.0,138201.0,137227.0,151999.62607397177,152818.12949524133,153636.63291651092,154455.13633778048,155273.63975905007,156092.14318031966,156910.64660158922,157729.1500228588,158547.6534441284,159366.15686539796,160184.66028666755,160474.93420299253,160765.2081193175,161055.4820356425,161345.75595196747,161636.02986829245,161926.30378461743,162216.5777009424,162506.85161726738,162797.12553359236,163087.39944991734,162413.23264188995,161739.06583386252,161064.89902583513,160390.7322178077,159716.56540978028,159042.39860175288,158368.23179372546,157694.06498569806,157019.89817767064,156345.73136964324,155436.07211755915,154526.41286547505,153616.753613391,152707.0943613069,151797.4351092228,150887.7758571387,149978.11660505462,149068.45735297055,148158.79810088646,147249.13884880237,146736.0501036933,146222.9613585842,145709.8726134751,145196.783868366,144683.69512325694,144170.60637814784,143657.51763303875,143144.42888792968,142631.34014282058,142118.25139771152,141666.40390483828,141214.55641196508,140762.70891909185,140310.86142621865,139859.01393334544,139407.1664404722,138955.318947599,138503.4714547258,138051.62396185257,137599.77646897937,136974.1751832177,136348.57389745608,135722.97261169442,135097.3713259328,134471.77004017113,133846.16875440947,133220.56746864785,132594.9661828862,131969.36489712453,131343.7636113629,130661.13811276862,129978.51261417432,129295.88711558004,128613.26161698576,127930.63611839149,127248.0106197972,126565.38512120291,125882.75962260863,125200.13412401435,124517.50862542007
p45,19009190211902519027190331903519041190471905919063190691907119081190851909119093191091911919129191331913719141191431914519147191491915119155191611916519167191731918719189191931919519197,722147.0,716561.0,711003.0,707104.0,704414.0,700174.0,698014.0,694992.0,692875.0,691624.0,704006.0,702478.0,698800.0,697177.0,695701.0,694229.0,693068.0,690469.0,689014.0,686437.0,761315.3648390337,765243.1009639474,769170.8370888612,773098.573213775,777026.3093386886,780954.0454636024,784881.7815885161,788809.5177134299,792737.2538383437,796664.9899632573,800592.7260881711,802246.2682408283,803899.8103934855,805553.3525461426,807206.8946987997,808860.436851457,810513.979004114,812167.5211567712,813821.0633094284,815474.6054620856,817128.1476147427,816902.2353478137,816676.3230808845,816450.4108139555,816224.4985470264,815998.5862800973,815772.6740131682,815546.7617462391,815320.84947931,815094.9372123809,814869.0249454518,813501.6412713595,812134.2575972673,810766.8739231752,809399.4902490828,808032.1065749906,806664.7229008983,805297.3392268061,803929.9555527138,802562.5718786216,801195.1882045293,798947.6513776762,796700.114550823,794452.5777239697,792205.0408971165,789957.5040702634,787709.9672434101,785462.4304165569,783214.8935897037,780967.3567628505,778719.8199359974,775492.9249909524,772266.0300459075,769039.1351008626,765812.2401558177,762585.3452107728,759358.4502657279,756131.555320683,752904.6603756382,749677.7654305933,746450.8704855484,742185.4110138897,737919.951542231,733654.4920705723,729389.0325989136,725123.573127255,720858.1136555963,716592.6541839376,712327.1947122789,708061.7352406202,703796.2757689615,699012.4328494784,694228.5899299954,689444.7470105122,684660.9040910291,679877.061171546,675093.2182520628,670309.3753325797,665525.5324130966,660741.6894936134,655957.8465741304
p46,55003550055500755011550135501755019550315503355035550515506355091550935509555099551075510955113551195512155129,745702.0,750799.0,756426.0,761411.0,768117.0,773855.0,779349.0,783528.0,787091.0,790452.0,799034.0,799970.0,800459.0,802401.0,803223.0,803485.0,804938.0,808612.0,812847.0,814896.0,832931.8427442919,834256.1048261008,835580.3669079097,836904.6289897187,838228.8910715276,839553.1531533365,840877.4152351455,842201.6773169545,843525.9393987634,844850.2014805723,846174.4635623812,843947.866749342,841721.2699363027,839494.6731232634,837268.076310224,835041.4794971847,832814.8826841455,830588.2858711062,828361.6890580668,826135.0922450275,823908.4954319883,820047.9592397583,816187.4230475284,812326.8868552984,808466.3506630685,804605.8144708385,800745.2782786087,796884.7420863787,793024.2058941488,789163.6697019188,785303.1335096889,781067.9976657869,776832.8618218848,772597.7259779826,768362.5901340805,764127.4542901784,759892.3184462764,755657.1826023742,751422.0467584721,747186.9109145701,742951.775070668,738284.6602520875,733617.545433507,728950.4306149265,724283.315796346,719616.2009777656,714949.0861591852,710281.9713406047,705614.8565220241,700947.7417034437,696280.6268848632,690914.9882257605,685549.3495666578,680183.7109075551,674818.0722484523,669452.4335893495,664086.7949302468,658721.156271144,653355.5176120413,647989.8789529386,642624.2402938359,636570.8332268399,630517.4261598439,624464.019092848,618410.612025852,612357.204958856,606303.79789186,600250.390824864,594196.9837578681,588143.5766908721,582090.1696238761,575722.913974821,569355.6583257659,562988.4026767106,556621.1470276555,550253.8913786004,543886.6357295453,537519.3800804901,531152.1244314349,524784.8687823799,518417.6131333247
p47,350053500935015350253503735041,240838.0,239189.0,239671.0,240001.0,241204.0,241572.0,242627.0,244773.0,245421.0,248701.0,262278.0,264207.0,266527.0,269850.0,272018.0,272983.0,271454.0,268472.0,268633.0,269852.0,286336.8353305212,287695.10136319883,289053.36739587644,290411.63342855405,291769.89946123166,293128.16549390927,294486.4315265868,295844.69755926443,297202.96359194204,298561.22962461965,299919.49565729726,300618.31713970547,301317.1386221137,302015.9601045219,302714.7815869301,303413.6030693383,304112.4245517465,304811.2460341547,305510.06751656294,306208.88899897115,306907.71048137936,306673.09179620474,306438.4731110302,306203.85442585556,305969.23574068095,305734.6170555064,305499.99837033177,305265.37968515715,305030.7609999826,304796.142314808,304561.52362963336,303759.4927970089,302957.4619643845,302155.43113176,301353.40029913554,300551.36946651107,299749.33863388665,298947.3078012622,298145.2769686377,297343.24613601324,296541.2153033888,295279.4778873318,294017.74047127477,292756.00305521773,291494.2656391607,290232.52822310367,288970.7908070467,287709.05339098966,286447.31597493263,285185.57855887566,283923.8411428186,282264.90464166517,280605.9681405118,278947.0316393583,277288.0951382049,275629.1586370515,273970.2221358981,272311.2856347446,270652.3491335912,268993.41263243783,267334.4761312844,265508.3713833857,263682.266635487,261856.1618875883,260030.05713968963,258203.95239179092,256377.84764389222,254551.74289599352,252725.63814809485,250899.53340019615,249073.42865229747,247065.74324387207,245058.05783544673,243050.37242702136,241042.68701859599,239035.0016101706,237027.31620174527,235019.6307933199,233011.94538489453,231004.25997646918,228996.5745680438
p48,4801148017480654806948079480874811148117481294815348165481694817948189481954820548211482194823348279482954830348305483414835748359483694837548381483934842148437484454848348501,770337.0,770912.0,772456.0,777042.0,780570.0,783337.0,788299.0,792920.0,796876.0,806174.0,837552.0,845209.0,850883.0,855000.0,860853.0,864735.0,868436.0,870571.0,872453.0,872351.0,982004.1761412978,994347.4954472827,1006690.8147532673,1019034.1340592521,1031377.4533652369,1043720.7726712216,1056064.0919772063,1068407.411283191,1080750.730589176,1093094.0498951606,1105437.3692011454,1117932.1145227982,1130426.8598444508,1142921.6051661035,1155416.3504877563,1167911.095809409,1180405.8411310618,1192900.5864527144,1205395.331774367,1217890.0770960199,1230384.8224176725,1235170.7232694658,1239956.6241212592,1244742.5249730523,1249528.4258248457,1254314.326676639,1259100.2275284324,1263886.1283802255,1268672.029232019,1273457.9300838122,1278243.8309356056,1276230.5083851973,1274217.185834789,1272203.8632843804,1270190.540733972,1268177.2181835638,1266163.8956331555,1264150.573082747,1262137.2505323386,1260123.9279819303,1258110.605431522,1250449.6648426054,1242788.724253689,1235127.7836647723,1227466.8430758556,1219805.9024869392,1212144.9618980226,1204484.0213091061,1196823.0807201897,1189162.140131273,1181501.1995423567,1168028.4452217568,1154555.6909011574,1141082.9365805578,1127610.1822599582,1114137.4279393584,1100664.673618759,1087191.9192981594,1073719.1649775596,1060246.41065696,1046773.6563363605,1039572.5787329115,1032371.5011294625,1025170.4235260136,1017969.3459225646,1010768.2683191156,1003567.1907156666,996366.1131122177,989165.0355087687,981963.9579053198,974762.8803018708,967770.6893865226,960778.4984711746,953786.3075558264,946794.1166404783,939801.9257251301,932809.734809782,925817.5438944339,918825.3529790858,911833.1620637376,904840.9711483894
p49,400074002540139,29144.0,28807.0,28552.0,28262.0,28444.0,28132.0,28093.0,28131.0,28400.0,29035.0,28929.0,29350.0,29525.0,29889.0,29530.0,29088.0,28713.0,28366.0,27927.0,27431.0,36038.3827284503,36894.040779867726,37749.698831285146,38605.356882702574,39461.014934119994,40316.672985537414,41172.33103695484,42027.98908837227,42883.64713978969,43739.30519120711,44594.96324262454,45634.58384545856,46674.20444829258,47713.825051126594,48753.44565396062,49793.06625679464,50832.68685962865,51872.307462462675,52911.92806529669,53951.548668130716,54991.16927096473,55126.24353298663,55261.31779500851,55396.392057030396,55531.466319052284,55666.54058107417,55801.61484309606,55936.68910511795,56071.763367139836,56206.83762916172,56341.91189118361,56207.64227409125,56073.372656998894,55939.103039906535,55804.833422814176,55670.56380572182,55536.29418862946,55402.0245715371,55267.75495444474,55133.48533735238,54999.21572026002,54589.32541744239,54179.43511462476,53769.54481180712,53359.65450898949,52949.76420617186,52539.87390335423,52129.983600536594,51720.093297718966,51310.20299490133,50900.312692083695,50756.87749496705,50613.4422978504,50470.007100733754,50326.57190361711,50183.13670650046,50039.70150938381,49896.266312267166,49752.83111515051,49609.395918033864,49465.96072091722,49286.14514686533,49106.32957281345,48926.513998761555,48746.69842470967,48566.882850657785,48387.0672766059,48207.25170255402,48027.43612850213,47847.620554450245,47667.80498039836,47473.08333043479,47278.36168047123,47083.64003050767,46888.9183805441,46694.19673058053,46499.47508061696,46304.7534306534,46110.03178068984,45915.31013072627,45720.5884807627
p5,4100341005410074100941013410174102141023410274103141039410414104341047410494105141053410554105741059410614106341065410674106941071,2861884.0,2899951.0,2942630.0,2970794.0,2989648.0,3029235.0,3084663.0,3138029.0,3186395.0,3229278.0,3229241.0,3263239.0,3290974.0,3314099.0,3353702.0,3402135.0,3469874.0,3518933.0,3556679.0,3580719.0,3553194.962143553,3570296.564406721,3587398.1666698884,3604499.7689330564,3621601.371196224,3638702.973459392,3655804.5757225594,3672906.1779857273,3690007.7802488953,3707109.382512063,3724210.9847752308,3730192.7942726426,3736174.603770054,3742156.413267466,3748138.2227648776,3754120.0322622894,3760101.8417597013,3766083.651257113,3772065.460754525,3778047.2702519363,3784029.079749348,3782472.669650636,3780916.2595519237,3779359.8494532113,3777803.4393544993,3776247.029255787,3774690.6191570745,3773134.209058362,3771577.7989596496,3770021.3888609377,3768464.9787622252,3763291.4752811138,3758117.971800002,3752944.468318891,3747770.964837779,3742597.4613566673,3737423.957875556,3732250.4543944444,3727076.950913333,3721903.4474322214,3716729.94395111,3707011.1389363036,3697292.3339214977,3687573.528906692,3677854.723891886,3668135.9188770796,3658417.1138622737,3648698.308847468,3638979.503832662,3629260.6988178557,3619541.89380305,3602237.114646559,3584932.3354900684,3567627.5563335773,3550322.777177087,3533017.998020596,3515713.2188641047,3498408.439707614,3481103.6605511233,3463798.8813946326,3446494.102238142,3424662.783792655,3402831.4653471685,3381000.146901682,3359168.828456195,3337337.5100107086,3315506.1915652216,3293674.873119735,3271843.554674248,3250012.2362287617,3228180.9177832752,3203060.359650525,3177939.8015177744,3152819.2433850234,3127698.685252273,3102578.1271195225,3077457.568986772,3052337.0108540216,3027216.452721271,3002095.8945885208,2976975.3364557703
p50,4000340005400094001140013400154001740019400234002740029400314003340039400434004540047400494005140053400554005740059400614006340065400674006940071400734007540077400794008140083400854008740089400914009340095400994010340107401094011740119401214012340125401274012940133401354013740141401494015140153,2263618.0,2268008.0,2280596.0,2290991.0,2305574.0,2318378.0,2346088.0,2368917.0,2389051.0,2417480.0,2475132.0,2496596.0,2519876.0,2545425.0,2563360.0,2584160.0,2593902.0,2597706.0,2607244.0,2617461.0,2678842.7033061106,2691085.780342503,2703328.8573788954,2715571.934415288,2727815.0114516807,2740058.0884880726,2752301.165524465,2764544.2425608574,2776787.31959725,2789030.3966336423,2801273.4736700347,2806679.8102001105,2812086.146730186,2817492.483260262,2822898.8197903372,2828305.156320413,2833711.4928504885,2839117.8293805644,2844524.16591064,2849930.5024407157,2855336.838970791,2855008.909080921,2854680.9791910513,2854353.0493011815,2854025.119411311,2853697.1895214412,2853369.2596315714,2853041.3297417015,2852713.3998518316,2852385.4699619617,2852057.5400720914,2847886.1464099796,2843714.7527478673,2839543.3590857554,2835371.965423643,2831200.571761531,2827029.1780994185,2822857.784437306,2818686.3907751944,2814514.997113082,2810343.60345097,2802796.3554281318,2795249.1074052937,2787701.8593824552,2780154.611359617,2772607.363336779,2765060.115313941,2757512.8672911027,2749965.6192682646,2742418.3712454266,2734871.123222588,2723367.072201091,2711863.0211795936,2700358.9701580964,2688854.919136599,2677350.868115102,2665846.8170936047,2654342.7660721075,2642838.7150506102,2631334.664029113,2619830.613007616,2605363.3372259154,2590896.0614442155,2576428.785662515,2561961.509880815,2547494.234099115,2533026.9583174144,2518559.6825357145,2504092.406754014,2489625.1309723137,2475157.855190614,2458697.4137545126,2442236.9723184113,2425776.5308823106,2409316.0894462094,2392855.6480101086,2376395.2065740074,2359934.765137906,2343474.3237018054,2327013.882265704,2310553.440829603
p51,400014002140035400374004140097401014010540111401134011540131401434014540147,1161181.0,1167914.0,1175606.0,1179434.0,1180431.0,1186259.0,1200153.0,1215138.0,1226574.0,1240535.0,1255571.0,1261875.0,1269199.0,1277891.0,1285477.0,1296583.0,1304154.0,1306568.0,1307908.0,1312079.0,1343485.9139654392,1348251.1788776293,1353016.4437898195,1357781.7087020096,1362546.9736141998,1367312.23852639,1372077.50343858,1376842.7683507702,1381608.0332629604,1386373.2981751503,1391138.5630873407,1392929.955954431,1394721.3488215215,1396512.741688612,1398304.1345557023,1400095.527422793,1401886.9202898834,1403678.3131569738,1405469.7060240642,1407261.0988911549,1409052.4917582453,1408462.297386093,1407872.1030139409,1407281.9086417889,1406691.714269637,1406101.519897485,1405511.3255253327,1404921.1311531807,1404330.9367810288,1403740.7424088765,1403150.5480367246,1401440.111315929,1399729.6745951336,1398019.237874338,1396308.8011535425,1394598.364432747,1392887.9277119515,1391177.490991156,1389467.0542703606,1387756.6175495652,1386046.1808287697,1382974.8441544254,1379903.5074800814,1376832.1708057371,1373760.834131393,1370689.4974570489,1367618.1607827048,1364546.8241083606,1361475.4874340163,1358404.1507596723,1355332.8140853283,1349804.575303942,1344276.336522556,1338748.0977411699,1333219.8589597836,1327691.6201783975,1322163.3813970112,1316635.1426156252,1311106.903834239,1305578.665052853,1300050.4262714668,1292252.2926272189,1284454.158982971,1276656.025338723,1268857.8916944752,1261059.7580502273,1253261.6244059794,1245463.4907617315,1237665.3571174836,1229867.2234732357,1222069.0898289878,1212970.5029150525,1203871.9160011169,1194773.3290871815,1185674.742173246,1176576.1552593107,1167477.5683453751,1158378.9814314398,1149280.3945175044,1140181.807603569,1131083.2206896334
p52,2002320039200552006320065200672007120075200932010120109201292013720153201712017920181201872018920193201952019920203,125585.0,124350.0,122416.0,120794.0,119934.0,118488.0,117423.0,116565.0,116022.0,116873.0,115780.0,115653.0,115424.0,115603.0,115221.0,114785.0,113856.0,113270.0,112355.0,111604.0,152122.44101769823,154748.9011226206,157375.36122754298,160001.82133246536,162628.28143738775,165254.7415423101,167881.2016472325,170507.66175215488,173134.12185707726,175760.58196199962,178387.042066922,179559.25265189275,180731.46323686352,181903.6738218343,183075.88440680507,184248.09499177584,185420.3055767466,186592.5161617174,187764.72674668816,188936.93733165893,190109.1479166297,190694.2245053441,191279.3010940585,191864.3776827729,192449.4542714873,193034.53086020172,193619.60744891613,194204.6840376305,194789.7606263449,195374.83721505932,195959.91380377373,195737.27686514152,195514.63992650935,195292.00298787715,195069.36604924497,194846.72911061277,194624.0921719806,194401.4552333484,194178.81829471618,193956.181356084,193733.5444174518,192765.9626350918,191798.38085273176,190830.79907037175,189863.2172880117,188895.63550565168,187928.05372329164,186960.47194093163,185992.8901585716,185025.30837621156,184057.72659385152,182791.4621777093,181525.19776156708,180258.93334542483,178992.6689292826,177726.40451314038,176460.14009699813,175193.8756808559,173927.6112647137,172661.34684857147,171395.08243242922,170710.88547722928,170026.68852202935,169342.49156682944,168658.2946116295,167974.09765642957,167289.90070122964,166605.7037460297,165921.5067908298,165237.30983562986,164553.11288042992,163715.39035728667,162877.66783414345,162039.94531100022,161202.222787857,160364.50026471374,159526.77774157052,158689.0552184273,157851.33269528407,157013.61017214082,156175.8876489976
p53,20001200032000520007200092001120013200152001720019200212002520027200292003120033200352003720041200432004520047200492005120053200572005920061200692007320077200792008120083200852008720089200912009520097200992010320105201072011120113201152011720119201212012320125201272013120133201352013920141201432014520147201492015120155201572015920161201632016520167201692017320175201772018320185201912019720201202052020720209,2567225.0,2577106.0,2590182.0,2601161.0,2610831.0,2623283.0,2638277.0,2659021.0,2681353.0,2701874.0,2742433.0,2753382.0,2769937.0,2777907.0,2785675.0,2794717.0,2797407.0,2797419.0,2799150.0,2801710.0,2950097.558982301,2962884.8988773786,2975672.2387724565,2988459.578667534,3001246.918562612,3014034.2584576895,3026821.598352767,3039608.938247845,3052396.2781429226,3065183.618038,3077970.9579330776,3084447.197348107,3090923.4367631366,3097399.6761781657,3103875.915593195,3110352.1550082243,3116828.3944232534,3123304.633838283,3129780.873253312,3136257.1126683415,3142733.3520833706,3142545.4504946563,3142357.5489059417,3142169.6473172274,3141981.7457285128,3141793.8441397985,3141605.942551084,3141418.0409623696,3141230.1393736554,3141042.2377849407,3140854.3361962265,3137480.2981348587,3134106.260073491,3130732.222012123,3127358.1839507553,3123984.1458893875,3120610.1078280197,3117236.069766652,3113862.031705284,3110487.993643916,3107113.955582548,3100857.5623649084,3094601.1691472684,3088344.7759296284,3082088.382711988,3075831.9894943484,3069575.596276708,3063319.203059068,3057062.809841428,3050806.4166237884,3044550.023406148,3033818.5128222904,3023087.002238433,3012355.491654575,3001623.9810707173,2990892.47048686,2980160.959903002,2969429.4493191442,2958697.9387352862,2947966.4281514287,2937234.917567571,2921541.014522771,2905847.111477971,2890153.208433171,2874459.305388371,2858765.4023435707,2843071.499298771,2827377.5962539706,2811683.6932091704,2795989.7901643706,2780295.8871195703,2761869.4596427134,2743443.032165857,2725016.604689,2706590.1772121433,2688163.7497352865,2669737.3222584296,2651310.8947815727,2632884.4673047164,2614458.0398278595,2596031.6123510026
p54,2900329005290212902529033290372904129047290492906129063290752907929081290872909529101291072911529117291292914729159291652917129177291952921129227,1442463.0,1453375.0,1465122.0,1477110.0,1491007.0,1504573.0,1520143.0,1536805.0,1560647.0,1574038.0,1542781.0,1546990.0,1552473.0,1557425.0,1563388.0,1569275.0,1581001.0,1594236.0,1602751.0,1609431.0,1653173.681600129,1658406.6464452841,1663639.6112904388,1668872.5761355937,1674105.5409807486,1679338.5058259035,1684571.4706710584,1689804.4355162133,1695037.4003613682,1700270.3652065229,1705503.3300516778,1706673.5456714076,1707843.7612911372,1709013.976910867,1710184.1925305966,1711354.4081503265,1712524.6237700563,1713694.839389786,1714865.0550095157,1716035.2706292453,1717205.4862489752,1715613.1655215847,1714020.8447941944,1712428.524066804,1710836.2033394137,1709243.8826120233,1707651.5618846328,1706059.2411572426,1704466.920429852,1702874.5997024619,1701282.2789750714,1698352.3128655874,1695422.3467561032,1692492.380646619,1689562.4145371348,1686632.4484276508,1683702.4823181666,1680772.5162086824,1677842.5500991982,1674912.583989714,1671982.61788023,1668269.3273993167,1664556.0369184036,1660842.7464374902,1657129.4559565769,1653416.1654756637,1649702.8749947504,1645989.584513837,1642276.2940329236,1638563.0035520105,1634849.7130710972,1628651.3921748498,1622453.071278602,1616254.7503823545,1610056.4294861068,1603858.1085898592,1597659.7876936116,1591461.466797364,1585263.1459011163,1579064.8250048687,1572866.5041086213,1564402.7219901376,1555938.9398716537,1547475.15775317,1539011.3756346863,1530547.5935162024,1522083.811397719,1513620.029279235,1505156.2471607514,1496692.4650422675,1488228.6829237838,1478119.5462531687,1468010.4095825537,1457901.2729119386,1447792.1362413235,1437682.9995707083,1427573.8629000934,1417464.7262294784,1407355.5895588633,1397246.4528882483,1387137.316217633
p55,29009290112901329015290392904329057290672907729083290852909729109291192914529153291672918529209292132921729225,823385.0,830311.0,838327.0,848603.0,859742.0,872092.0,887725.0,901393.0,910160.0,916514.0,934360.0,934879.0,938065.0,941730.0,945789.0,949569.0,953157.0,959861.0,966786.0,970813.0,1004566.9238162896,1007932.7131262245,1011298.5024361592,1014664.291746094,1018030.0810560288,1021395.8703659637,1024761.6596758983,1028127.4489858331,1031493.2382957679,1034859.0276057028,1038224.8169156375,1039178.5921639153,1040132.3674121931,1041086.1426604709,1042039.9179087487,1042993.6931570264,1043947.4684053042,1044901.2436535821,1045855.0189018599,1046808.7941501377,1047762.5693984155,1045983.2291623311,1044203.8889262469,1042424.5486901626,1040645.2084540783,1038865.868217994,1037086.5279819097,1035307.1877458253,1033527.847509741,1031748.5072736567,1029969.1670375724,1026491.2707597164,1023013.3744818607,1019535.4782040048,1016057.5819261489,1012579.685648293,1009101.7893704372,1005623.8930925812,1002145.9968147253,998668.1005368695,995190.2042590136,990041.3872577153,984892.5702564172,979743.7532551187,974594.9362538205,969446.1192525224,964297.3022512239,959148.4852499258,953999.6682486275,948850.8512473293,943702.034246031,937497.2289221272,931292.4235982232,925087.6182743195,918882.8129504155,912678.0076265117,906473.2023026079,900268.396978704,894063.5916548002,887858.7863308964,881653.9810069925,873847.321788301,866040.6625696095,858234.0033509178,850427.3441322263,842620.6849135348,834814.0256948431,827007.3664761516,819200.7072574601,811394.0480387685,803587.388820077,795131.4782326536,786675.5676452302,778219.6570578067,769763.7464703834,761307.83588296,752851.9252955366,744396.0147081132,735940.1041206898,727484.1935332664,719028.2829458431
