reeds_ba,FIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
p108,21027210332105521059210852109121101211072114921177211832122521233,350944.0,350072.0,350457.0,351195.0,351984.0,352415.0,352867.0,353856.0,355154.0,355421.0,360359.0,361079.0,361155.0,361074.0,360728.0,361522.0,361203.0,360784.0,360589.0,359732.0,392981.15073123504,395054.5855331438,397128.0203350525,399201.45513696125,401274.88993887,403348.32474077865,405421.7595426874,407495.1943445961,409568.62914650486,411642.0639484136,413715.49875032227,414237.9689887975,414760.4392272727,415282.9094657479,415805.37970422313,416327.8499426983,416850.3201811735,417372.7904196487,417895.2606581239,418417.7308965991,418940.2011350743,418412.8492719232,417885.49740877206,417358.14554562094,416830.7936824698,416303.4418193187,415776.08995616756,415248.73809301644,414721.38622986537,414194.03436671424,413666.6825035631,412496.32552452566,411325.96854548826,410155.61156645085,408985.25458741345,407814.897608376,406644.54062933865,405474.18365030125,404303.8266712638,403133.4696922264,401963.112713189,400358.7212368079,398754.3297604268,397149.9382840456,395545.5468076645,393941.1553312834,392336.76385490224,390732.37237852113,389127.98090214,387523.5894257589,385919.19794937776,384169.056915486,382418.9158815943,380668.77484770253,378918.63381381077,377168.49277991906,375418.3517460273,373668.21071213554,371918.0696782438,370167.928644352,368417.78761046025,366270.1524848233,364122.5173591864,361974.8822335494,359827.24710791244,357679.6119822755,355531.97685663856,353384.34173100156,351236.7066053646,349089.0714797277,346941.4363540907,344314.01718599256,341686.59801789443,339059.17884979624,336431.7596816981,333804.3405135999,331176.9213455018,328549.50217740366,325922.0830093055,323294.66384120734,320667.2446731092
p109,21001210052100921011210132101521017210212102321029210372104121045210492105121061210632106521067210692107321077210792108121087210892109321095210972109921103211092111121113211152111721121211232112521129211352113721151211532115521161211632116521167211732117521179211812118521187211892119121197212012120321205212092121121215212172122321229212352123721239,2758601.0,2778371.0,2797579.0,2821354.0,2845413.0,2874608.0,2907040.0,2938436.0,2966907.0,2989194.0,3017235.0,3036941.0,3053071.0,3073919.0,3085852.0,3097987.0,3113323.0,3131280.0,3145677.0,3148450.0,3215428.615610839,3224041.625723775,3232654.635836711,3241267.6459496473,3249880.6560625834,3258493.6661755196,3267106.6762884557,3275719.686401392,3284332.696514328,3292945.7066272646,3301558.7167402008,3302867.2394016595,3304175.7620631186,3305484.2847245773,3306792.807386036,3308101.330047495,3309409.852708954,3310718.375370413,3312026.8980318718,3313335.420693331,3314643.9433547896,3310948.7328419057,3307253.5223290217,3303558.3118161377,3299863.101303254,3296167.8907903703,3292472.680277486,3288777.4697646024,3285082.2592517184,3281387.0487388344,3277691.8382259505,3270937.3360783677,3264182.833930785,3257428.331783202,3250673.829635619,3243919.3274880364,3237164.8253404535,3230410.3231928707,3223655.821045288,3216901.318897705,3210146.8167501222,3200537.4312019744,3190928.0456538266,3181318.6601056787,3171709.274557531,3162099.8890093826,3152490.5034612347,3142881.117913087,3133271.732364939,3123662.346816791,3114052.9612686434,3100518.0868218723,3086983.2123751007,3073448.33792833,3059913.4634815585,3046378.5890347874,3032843.7145880163,3019308.840141245,3005773.965694474,2992239.091247703,2978704.2168009314,2961527.9105497035,2944351.604298475,2927175.2980472473,2909998.9917960195,2892822.6855447916,2875646.3792935633,2858470.073042335,2841293.766791107,2824117.460539879,2806941.154288651,2787407.075480295,2767872.996671939,2748338.9178635827,2728804.839055227,2709270.760246871,2689736.681438515,2670202.602630159,2650668.523821803,2631134.4450134467,2611600.3662050907
p11,06073,2824987.0,2867094.0,2901235.0,2926814.0,2935672.0,2941770.0,2947222.0,2975656.0,3019274.0,3053793.0,3103306.0,3137372.0,3175201.0,3211248.0,3250993.0,3284061.0,3310280.0,3325468.0,3343364.0,3338330.0,3195693.879794517,3197818.6204054803,3199943.361016443,3202068.1016274057,3204192.842238369,3206317.582849332,3208442.323460295,3210567.0640712576,3212691.804682221,3214816.545293184,3216941.2859041467,3213317.405089852,3209693.524275557,3206069.6434612623,3202445.7626469675,3198821.881832673,3195198.0010183784,3191574.1202040836,3187950.239389789,3184326.358575494,3180702.477761199,3168240.9619620256,3155779.446162852,3143317.9303636784,3130856.4145645048,3118394.898765331,3105933.382966157,3093471.8671669834,3081010.35136781,3068548.835568636,3056087.3197694626,3040977.684877821,3025868.0499861795,3010758.4150945377,2995648.7802028963,2980539.1453112545,2965429.5104196128,2950319.8755279714,2935210.2406363296,2920100.6057446883,2904990.9708530465,2886185.0873121484,2867379.2037712503,2848573.320230352,2829767.436689454,2810961.5531485565,2792155.6696076584,2773349.7860667603,2754543.902525862,2735738.018984964,2716932.135444066,2695901.434873763,2674870.7343034595,2653840.0337331565,2632809.333162853,2611778.63259255,2590747.932022247,2569717.2314519435,2548686.5308816405,2527655.830311337,2506625.129741034,2483627.774770781,2460630.4198005274,2437633.0648302743,2414635.709860021,2391638.3548897677,2368640.9999195146,2345643.644949261,2322646.289979008,2299648.9350087545,2276651.5800385014,2252996.9003389794,2229342.220639458,2205687.540939936,2182032.861240414,2158378.1815408925,2134723.5018413705,2111068.8221418485,2087414.1424423268,2063759.4627428048,2040104.783043283
p110,2101921025210432107121119211272113121133211592119321195,316094.0,313911.0,314026.0,312934.0,312286.0,311978.0,311028.0,310508.0,309818.0,309259.0,305831.0,304921.0,302485.0,299595.0,296790.0,293536.0,289594.0,284637.0,281371.0,278116.0,314593.788360276,315081.4601352394,315569.1319102029,316056.80368516635,316544.47546012973,317032.1472350932,317519.8190100567,318007.49078502005,318495.16255998355,318982.83433494694,319470.50610991044,319266.5278833719,319062.5496568334,318858.5714302949,318654.5932037564,318450.6149772179,318246.63675067935,318042.6585241409,317838.6802976024,317634.7020710639,317430.7238445254,315389.16290170455,313347.60195888375,311306.04101606295,309264.4800732421,307222.9191304213,305181.35818760045,303139.79724477965,301098.23630195885,299056.675359138,297015.1144163172,294814.67166192067,292614.22890752414,290413.7861531277,288213.34339873114,286012.9006443346,283812.4578899381,281612.0151355416,279411.5723811451,277211.12962674856,275010.68687235203,273042.72639551194,271074.76591867185,269106.8054418317,267138.8449649916,265170.8844881515,263202.92401131144,261234.96353447132,259267.0030576312,257299.0425807911,255331.08210395102,252800.26822142195,250269.4543388929,247738.64045636382,245207.82657383475,242677.01269130572,240146.19880877665,237615.38492624759,235084.57104371855,232553.75716118945,230022.94327866042,227013.60120274292,224004.25912682543,220994.91705090794,217985.57497499045,214976.23289907296,211966.89082315547,208957.54874723798,205948.20667132048,202938.864595403,199929.5225194855,197204.76134791286,194480.00017634023,191755.2390047676,189030.47783319495,186305.71666162228,183580.95549004967,180856.19431847704,178131.43314690437,175406.67197533173,172681.9108037591
p111,390073902939035390433905139055390853909339095390993910339123391333914339151391533915539173,4719482.0,4718715.0,4713629.0,4708754.0,4700069.0,4684102.0,4667432.0,4657215.0,4643903.0,4635322.0,4600638.0,4588396.0,4577001.0,4576749.0,4573833.0,4562555.0,4552397.0,4544589.0,4538909.0,4522915.0,4716860.573590799,4717021.033566189,4717181.493541579,4717341.9535169685,4717502.413492358,4717662.873467749,4717823.333443138,4717983.7934185285,4718144.253393918,4718304.713369308,4718465.173344698,4711300.4997908445,4704135.826236991,4696971.152683138,4689806.479129285,4682641.80557543,4675477.132021578,4668312.458467725,4661147.7849138705,4653983.111360017,4646818.437806164,4630987.885649465,4615157.333492766,4599326.781336066,4583496.229179367,4567665.6770226685,4551835.12486597,4536004.57270927,4520174.020552571,4504343.468395872,4488512.916239172,4470231.083290134,4451949.250341095,4433667.4173920555,4415385.584443017,4397103.751493978,4378821.91854494,4360540.0855959,4342258.252646862,4323976.419697822,4305694.586748784,4285895.8630031785,4266097.139257573,4246298.415511967,4226499.691766361,4206700.968020755,4186902.244275149,4167103.520529543,4147304.7967839376,4127506.0730383317,4107707.349292726,4084294.733643103,4060882.11799348,4037469.502343857,4014056.8866942343,3990644.2710446115,3967231.6553949886,3943819.0397453657,3920406.424095743,3896993.80844612,3873581.192796497,3845921.839640237,3818262.4864839767,3790603.1333277165,3762943.7801714563,3735284.4270151956,3707625.0738589354,3679965.720702675,3652306.367546415,3624647.014390155,3596987.6612338945,3566260.261352692,3535532.8614714886,3504805.4615902863,3474078.0617090836,3443350.6618278804,3412623.2619466777,3381895.862065475,3351168.4621842722,3320441.062303069,3289713.6624218663
p112,390013900339005390093901139013390193902139031390333903739039390413904539049390533905939063390653906739069390713907339075390773907939081390833908739089390913910139105391073911139115391173911939121391253912739129391313913739139391413914539147391493915739159391613916339167391693917139175,3982381.0,4002891.0,4021970.0,4040748.0,4056600.0,4072276.0,4093861.0,4115016.0,4133075.0,4149550.0,4216927.0,4231211.0,4243406.0,4266009.0,4287795.0,4308353.0,4327836.0,4353322.0,4372964.0,4383316.0,4334254.316722276,4335684.467542319,4337114.6183623625,4338544.769182405,4339974.920002448,4341405.070822492,4342835.221642535,4344265.372462579,4345695.523282622,4347125.674102665,4348555.824922709,4335603.9673933415,4322652.109863974,4309700.252334607,4296748.3948052395,4283796.537275872,4270844.679746505,4257892.822217138,4244940.96468777,4231989.107158403,4219037.2496290365,4200827.994850486,4182618.740071935,4164409.4852933846,4146200.2305148346,4127990.9757362837,4109781.7209577337,4091572.466179183,4073363.211400633,4055153.9566220827,4036944.7018435323,4016829.963635506,3996715.22542748,3976600.4872194533,3956485.749011427,3936371.0108034015,3916256.2725953753,3896141.534387349,3876026.796179323,3855912.057971297,3835797.31976327,3814344.0291058035,3792890.7384483367,3771437.44779087,3749984.1571334032,3728530.866475937,3707077.5758184697,3685624.285161003,3664170.9945035367,3642717.7038460695,3621264.413188603,3596969.617750865,3572674.8223131276,3548380.02687539,3524085.231437653,3499790.4359999145,3475495.640562177,3451200.84512444,3426906.049686702,3402611.254248964,3378316.4588112268,3351215.352248764,3324114.2456863015,3297013.139123839,3269912.032561376,3242810.9259989136,3215709.819436451,3188608.712873988,3161507.606311525,3134406.4997490626,3107305.3931866004,3078868.674018104,3050431.9548496082,3021995.2356811124,2993558.5165126165,2965121.7973441207,2936685.078175625,2908248.359007129,2879811.639838633,2851374.9206701373,2822938.2015016414
p113,3902339027390473905739097391093911339135,1102056.0,1099275.0,1098553.0,1097575.0,1097749.0,1096174.0,1094766.0,1092714.0,1090060.0,1088448.0,1094476.0,1094402.0,1094078.0,1093439.0,1093226.0,1091770.0,1091483.0,1094144.0,1097266.0,1097800.0,1130435.2568742773,1130942.0050344528,1131448.7531946278,1131955.5013548033,1132462.2495149788,1132968.9976751544,1133475.7458353299,1133982.4939955054,1134489.2421556807,1134995.9903158562,1135502.7384760317,1133724.0758737025,1131945.4132713736,1130166.7506690444,1128388.0880667153,1126609.4254643861,1124830.7628620572,1123052.100259728,1121273.437657399,1119494.77505507,1117716.1124527408,1114011.5030739603,1110306.8936951798,1106602.2843163991,1102897.6749376187,1099193.0655588382,1095488.4561800575,1091783.846801277,1088079.2374224965,1084374.628043716,1080670.0186649354,1076595.9780859037,1072521.9375068718,1068447.8969278398,1064373.856348808,1060299.815769776,1056225.775190744,1052151.7346117124,1048077.6940326806,1044003.6534536487,1039929.6128746169,1035384.5522434071,1030839.4916121974,1026294.4309809876,1021749.3703497779,1017204.3097185681,1012659.2490873585,1008114.1884561487,1003569.127824939,999024.0671937292,994479.0065625196,988892.1518486138,983305.2971347081,977718.4424208023,972131.5877068966,966544.7329929909,960957.8782790852,955371.0235651794,949784.1688512737,944197.314137368,938610.4594234623,932117.0828907441,925623.7063580259,919130.3298253078,912636.9532925896,906143.5767598716,899650.2002271534,893156.8236944352,886663.4471617171,880170.0706289989,873676.6940962807,866588.8613403072,859501.0285843336,852413.19582836,845325.3630723864,838237.5303164127,831149.6975604391,824061.8648044656,816974.0320484919,809886.1992925183,802798.3665365448
p114,3901539017390253906139165,1559925.0,1575993.0,1586829.0,1598103.0,1610175.0,1622710.0,1636436.0,1655870.0,1661034.0,1669325.0,1627286.0,1629454.0,1633884.0,1640379.0,1648119.0,1655172.0,1663287.0,1672074.0,1680303.0,1685069.0,1674725.8528126492,1675060.4938570405,1675395.1349014319,1675729.7759458232,1676064.4169902145,1676399.0580346058,1676733.6990789971,1677068.3401233885,1677402.9811677798,1677737.622212171,1678072.2632565624,1676072.6569421121,1674073.0506276616,1672073.4443132114,1670073.8379987609,1668074.2316843106,1666074.62536986,1664075.0190554098,1662075.4127409596,1660075.806426509,1658076.2001120588,1653169.1164260886,1648262.0327401187,1643354.9490541487,1638447.8653681786,1633540.7816822086,1628633.6979962387,1623726.6143102688,1618819.5306242988,1613912.4469383287,1609005.3632523587,1603221.774988456,1597438.1867245531,1591654.5984606503,1585871.0101967475,1580087.4219328447,1574303.8336689419,1568520.245405039,1562736.6571411362,1556953.0688772334,1551169.4806133306,1544629.1556476126,1538088.8306818947,1531548.5057161767,1525008.1807504585,1518467.8557847405,1511927.5308190226,1505387.2058533046,1498846.8808875866,1492306.5559218687,1485766.2309561505,1478136.2967574168,1470506.3625586834,1462876.4283599497,1455246.4941612158,1447616.5599624822,1439986.6257637488,1432356.691565015,1424726.7573662812,1417096.8231675478,1409466.888968814,1399920.0252202551,1390373.161471696,1380826.297723137,1371279.4339745783,1361732.5702260192,1352185.7064774602,1342638.8427289012,1333091.9789803424,1323545.1152317834,1313998.2514832243,1303150.3032888968,1292302.355094569,1281454.4069002413,1270606.4587059137,1259758.510511586,1248910.5623172582,1238062.6141229307,1227214.665928603,1216366.7177342752,1205518.7695399476
p115,4200342005420074201942051420594212542129,2469691.0,2458581.0,2449226.0,2440137.0,2427441.0,2412337.0,2401041.0,2396492.0,2394771.0,2394202.0,2395698.0,2398523.0,2398360.0,2397624.0,2393957.0,2385307.0,2377787.0,2367132.0,2361249.0,2353833.0,2480759.103585778,2482039.2775648776,2483319.451543977,2484599.6255230764,2485879.799502176,2487159.9734812756,2488440.147460375,2489720.3214394744,2491000.495418574,2492280.6693976736,2493560.843376773,2488886.836921706,2484212.8304666383,2479538.824011571,2474864.8175565037,2470190.811101436,2465516.8046463686,2460842.7981913015,2456168.791736234,2451494.7852811664,2446820.778826099,2436238.6888424903,2425656.5988588817,2415074.5088752727,2404492.418891664,2393910.328908055,2383328.2389244465,2372746.148940838,2362164.058957229,2351581.96897362,2340999.8789900113,2327745.9819776025,2314492.0849651946,2301238.1879527858,2287984.290940377,2274730.393927969,2261476.49691556,2248222.599903152,2234968.702890743,2221714.8058783347,2208460.9088659263,2194196.5551074664,2179932.201349006,2165667.8475905457,2151403.4938320853,2137139.1400736254,2122874.786315165,2108610.4325567046,2094346.0787982447,2080081.7250397843,2065817.3712813242,2049108.188926259,2032399.006571194,2015689.8242161288,1998980.6418610637,1982271.4595059985,1965562.2771509332,1948853.0947958683,1932143.912440803,1915434.7300857378,1898725.5477306726,1879364.7012795277,1860003.8548283828,1840643.008377238,1821282.161926093,1801921.3154749484,1782560.4690238035,1763199.6225726586,1743838.7761215137,1724477.9296703688,1705117.083219224,1684451.6597369842,1663786.2362547445,1643120.8127725048,1622455.389290265,1601789.9658080253,1581124.5423257856,1560459.118843546,1539793.6953613062,1519128.2718790665,1498462.8483968268
p116,5400154003540075400954013540155401754021540235402554027540295403154033540355403754041540495405154057540615406354065540675406954071540735407554077540835408554087540895409154093540955409754101541035410554107,1034558.0,1034138.0,1037133.0,1042028.0,1046566.0,1051580.0,1057288.0,1061551.0,1065649.0,1068866.0,1096651.0,1099767.0,1101536.0,1102202.0,1102901.0,1102860.0,1100445.0,1096935.0,1094456.0,1089858.0,1093348.9975476037,1091412.0279751061,1089475.0584026086,1087538.0888301108,1085601.1192576133,1083664.1496851158,1081727.1801126183,1079790.2105401207,1077853.240967623,1075916.2713951254,1073979.301822628,1070580.4007565675,1067181.4996905068,1063782.5986244464,1060383.697558386,1056984.7964923254,1053585.895426265,1050186.9943602043,1046788.0932941439,1043389.1922280835,1039990.2911620229,1035261.2394980001,1030532.1878339774,1025803.1361699546,1021074.0845059317,1016345.0328419089,1011615.9811778861,1006886.9295138633,1002157.8778498406,997428.8261858177,992699.7745217949,987640.0722872994,982580.3700528038,977520.6678183083,972460.9655838128,967401.2633493172,962341.5611148217,957281.8588803262,952222.1566458306,947162.454411335,942102.7521768395,936792.9514111395,931483.1506454395,926173.3498797396,920863.5491140395,915553.7483483396,910243.9475826395,904934.1468169396,899624.3460512396,894314.5452855396,889004.7445198396,883093.2994152036,877181.8543105676,871270.4092059316,865358.9641012957,859447.5189966597,853536.0738920236,847624.6287873876,841713.1836827516,835801.7385781156,829890.2934734796,823280.0072437988,816669.721014118,810059.4347844373,803449.1485547565,796838.8623250758,790228.576095395,783618.2898657141,777008.0036360334,770397.7174063526,763787.4311766719,756786.3871874078,749785.3431981438,742784.2992088798,735783.2552196158,728782.2112303518,721781.1672410878,714780.1232518237,707779.0792625598,700778.0352732957,693776.9912840318
p117,5400554011540195403954043540455404754053540555405954079540815409954109,772404.0,764444.0,762278.0,760210.0,756736.0,752340.0,749949.0,749647.0,749224.0,750911.0,757563.0,756307.0,755228.0,751671.0,746566.0,739136.0,730484.0,720113.0,711376.0,702289.0,751213.6274523964,748599.0095248941,745984.3915973916,743369.7736698892,740755.1557423868,738140.5378148843,735525.919887382,732911.3019598796,730296.6840323772,727682.0661048747,725067.4481773723,721192.8492434327,717318.2503094933,713443.6513755537,709569.0524416141,705694.4535076746,701819.854573735,697945.2556397956,694070.6567058559,690196.0577719164,686321.4588379768,682205.2605019996,678089.0621660224,673972.8638300452,669856.6654940681,665740.4671580908,661624.2688221136,657508.0704861365,653391.8721501592,649275.673814182,645159.4754782048,641366.5152127004,637573.554947196,633780.5946816916,629987.6344161872,626194.6741506828,622401.7138851784,618608.753619674,614815.7933541696,611022.8330886652,607229.8728231607,603485.9610888608,599742.0493545607,595998.1376202607,592254.2258859606,588510.3141516605,584766.4024173606,581022.4906830605,577278.5789487604,573534.6672144604,569790.7554801604,565696.4005847963,561602.0456894323,557507.6907940683,553413.3358987041,549318.9810033401,545224.6261079761,541130.271212612,537035.9163172479,532941.5614218839,528847.2065265198,524387.7052562006,519928.20398588147,515468.7027155623,511009.20144524315,506549.700174924,502090.19890460477,497630.6976342856,493171.19636396645,488711.6950936473,484252.1938233281,479484.6753125921,474717.15680185606,469949.63829112006,465182.11978038406,460414.601269648,455647.082758912,450879.564248176,446112.04573744,441344.52722670394,436577.00871596794
p118,5100951019510215102351027510355104551051510635106751071510775108951105511215112551141511555116151167511695117351185511915119551197515155152051640516805169051720517505177051775,1124000.0,1122817.0,1121613.0,1123857.0,1125273.0,1130301.0,1138376.0,1145549.0,1150876.0,1154717.0,1163190.0,1162653.0,1163705.0,1164221.0,1162677.0,1161177.0,1157764.0,1155459.0,1155600.0,1151036.0,1290031.431052499,1297489.6416179242,1304947.852183349,1312406.0627487742,1319864.2733141992,1327322.4838796242,1334780.6944450492,1342238.9050104741,1349697.1155758991,1357155.3261413241,1364613.5367067491,1366845.8454789037,1369078.1542510584,1371310.4630232127,1373542.7717953674,1375775.080567522,1378007.3893396764,1380239.698111831,1382472.0068839856,1384704.3156561402,1386936.6244282946,1384431.6190446788,1381926.6136610627,1379421.6082774466,1376916.6028938305,1374411.5975102147,1371906.5921265986,1369401.5867429825,1366896.5813593667,1364391.5759757506,1361886.5705921345,1355464.2987494273,1349042.02690672,1342619.7550640125,1336197.483221305,1329775.211378598,1323352.9395358905,1316930.6676931833,1310508.3958504759,1304086.1240077685,1297663.852165061,1289625.049130117,1281586.246095173,1273547.4430602288,1265508.6400252848,1257469.8369903408,1249431.0339553966,1241392.2309204526,1233353.4278855086,1225314.6248505644,1217275.8218156204,1206416.2864222128,1195556.7510288053,1184697.2156353977,1173837.6802419904,1162978.1448485828,1152118.6094551752,1141259.0740617677,1130399.5386683603,1119540.0032749528,1108680.4678815452,1095861.0441748032,1083041.6204680614,1070222.1967613194,1057402.7730545774,1044583.3493478355,1031763.9256410936,1018944.5019343516,1006125.0782276097,993305.6545208677,980486.2308141259,967192.7265247791,953899.2222354325,940605.7179460858,927312.2136567392,914018.7093673926,900725.2050780458,887431.7007886992,874138.1964993526,860844.6922100058,847551.1879206592
p119,4202342027420354204742105,232943.0,233304.0,235146.0,235698.0,235412.0,235040.0,236970.0,236333.0,236951.0,236897.0,247867.0,248799.0,249683.0,251886.0,252332.0,252575.0,253224.0,252833.0,252772.0,251900.0,281009.2890390602,281343.1312380637,281676.9734370672,282010.8156360708,282344.6578350743,282678.5000340778,283012.34223308135,283346.18443208485,283680.02663108835,284013.8688300919,284347.7110290954,283756.80276347045,283165.89449784555,282574.98623222054,281984.07796659565,281393.1697009707,280802.26143534575,280211.35316972085,279620.44490409584,279029.53663847095,278438.628372846,277793.9169357622,277149.2054986785,276504.4940615947,275859.78262451093,275215.07118742715,274570.35975034337,273925.6483132596,273280.9368761758,272636.2254390921,271991.5140020083,271287.6878605037,270583.86171899905,269880.0355774945,269176.2094359899,268472.3832944853,267768.55715298065,267064.731011476,266360.90486997145,265657.0787284669,264953.25258696225,264165.7515801802,263378.25057339814,262590.749566616,261803.248559834,261015.74755305192,260228.24654626986,259440.7455394878,258653.24453270572,257865.74352592367,257078.24251914158,256146.88725185726,255215.53198457294,254284.17671728862,253352.8214500043,252421.46618271997,251490.11091543565,250558.7556481513,249627.40038086698,248696.04511358266,247764.6898462983,246620.83202136235,245476.97419642642,244333.11637149047,243189.25854655448,242045.40072161853,240901.5428966826,239757.68507174664,238613.82724681066,237469.9694218747,236326.11159693878,235166.75433590484,234007.3970748709,232848.03981383695,231688.68255280305,230529.3252917691,229369.96803073518,228210.61076970125,227051.25350866732,225891.89624763338,224732.53898659948
p12,32001320053200732009320113201332015320173201932021320233202732029320313203332510,624841.0,637960.0,650643.0,664025.0,681828.0,699958.0,715276.0,729117.0,736679.0,740251.0,749820.0,750789.0,754873.0,758969.0,764749.0,770561.0,779225.0,789095.0,802745.0,813441.0,842829.3657395182,851150.6864617498,859472.0071839815,867793.3279062131,876114.6486284448,884435.9693506763,892757.290072908,901078.6107951397,909399.9315173712,917721.252239603,926042.5729618346,931954.7593787282,937866.9457956218,943779.1322125156,949691.3186294092,955603.5050463029,961515.6914631965,967427.8778800901,973340.0642969839,979252.2507138775,985164.4371307711,981257.9300384489,977351.4229461265,973444.9158538043,969538.408761482,965631.9016691598,961725.3945768375,957818.8874845153,953912.380392193,950005.8732998708,946099.3662075484,942544.4872602077,938989.6083128668,935434.7293655259,931879.850418185,928324.9714708442,924770.0925235034,921215.2135761625,917660.3346288216,914105.4556814808,910550.5767341399,905264.1665614413,899977.7563887427,894691.346216044,889404.9360433454,884118.5258706467,878832.115697948,873545.7055252495,868259.2953525507,862972.8851798521,857686.4750071535,850404.4689078578,843122.4628085622,835840.4567092665,828558.4506099708,821276.4445106753,813994.4384113796,806712.4323120839,799430.4262127883,792148.4201134926,784866.414014197,776265.6717043336,767664.9293944702,759064.1870846067,750463.4447747433,741862.70246488,733261.9601550165,724661.2178451531,716060.4755352896,707459.7332254263,698858.9909155628,689970.6487240996,681082.3065326363,672193.9643411731,663305.6221497097,654417.2799582465,645528.9377667832,636640.59557532,627752.2533838567,618863.9111923934,609975.5690009302
p120,4205542057,143796.0,144353.0,145534.0,146876.0,148780.0,151583.0,154720.0,156944.0,158725.0,159846.0,164777.0,165647.0,166169.0,166558.0,167141.0,167579.0,168245.0,168962.0,169358.0,169557.0,170441.834989293,170643.6265919223,170845.41819455163,171047.2097971809,171249.00139981022,171450.79300243952,171652.5846050688,171854.3762076981,172056.1678103274,172257.95941295673,172459.75101558602,171961.15786298725,171462.56471038848,170963.97155778972,170465.37840519095,169966.7852525922,169468.19209999344,168969.59894739467,168471.0057947959,167972.41264219713,167473.8194895984,166710.95629182496,165948.0930940515,165185.22989627806,164422.36669850463,163659.50350073117,162896.64030295773,162133.7771051843,161370.91390741087,160608.0507096374,159845.187511864,158957.1168107545,158069.046109645,157180.97540853548,156292.904707426,155404.8340063165,154516.763305207,153628.6926040975,152740.621902988,151852.5512018785,150964.48050076902,149932.9524873255,148901.424473882,147869.89646043853,146838.368446995,145806.8404335515,144775.312420108,143743.78440666452,142712.256393221,141680.72837977752,140649.200366334,139496.52968799087,138343.85900964774,137191.18833130458,136038.51765296145,134885.84697461833,133733.1762962752,132580.50561793207,131427.8349395889,130275.16426124578,129122.49358290265,127262.83427181079,125403.17496071896,123543.51564962711,121683.85633853525,119824.1970274434,117964.53771635155,116104.8784052597,114245.21909416784,112385.55978307601,110525.90047198416,109023.7643516309,107521.62823127765,106019.4921109244,104517.35599057114,103015.21987021787,101513.08374986463,100010.94762951137,98508.81150915811,97006.67538880487,95504.53926845161
